-0.015 0
0.015 1.58108e-05
0.045 1.72842e-05
0.075 1.88779e-05
0.105 2.06e-05
0.135 2.2459e-05
0.165 2.44637e-05
0.195 2.66234e-05
0.225 2.89477e-05
0.255 3.14466e-05
0.285 3.41305e-05
0.315 3.70101e-05
0.345 4.00966e-05
0.375 4.34014e-05
0.405 4.69363e-05
0.435 5.07135e-05
0.465 5.47453e-05
0.495 5.90445e-05
0.525 6.36241e-05
0.555 6.84971e-05
0.585 7.36771e-05
0.615 7.91775e-05
0.645 8.5012e-05
0.675 9.11942e-05
0.705 9.77381e-05
0.735 0.000104657
0.765 0.000111966
0.795 0.000119676
0.825 0.000127803
0.855 0.000136359
0.885 0.000145357
0.915 0.000154809
0.945 0.000164727
0.975 0.000175124
1.005 0.000186008
1.035 0.000197392
1.065 0.000209284
1.095 0.000221693
1.125 0.000234626
1.155 0.00024809
1.185 0.000262091
1.215 0.000276633
1.245 0.000291719
1.275 0.000307351
1.305 0.00032353
1.335 0.000340254
1.365 0.00035752
1.395 0.000375325
1.425 0.000393662
1.455 0.000412523
1.485 0.000431899
1.515 0.000451778
1.545 0.000472148
1.575 0.000492991
1.605 0.000514293
1.635 0.000536031
1.665 0.000558186
1.695 0.000580734
1.725 0.000603648
1.755 0.000626903
1.785 0.000650468
1.815 0.000674311
1.845 0.0006984
1.875 0.000722698
1.905 0.000747169
1.935 0.000771774
1.965 0.000796472
1.995 0.000821221
2.025 0.000845977
2.055 0.000870695
2.085 0.00089533
2.115 0.000919833
2.145 0.000944157
2.175 0.000968252
2.205 0.000992068
2.235 0.00101556
2.265 0.00103867
2.295 0.00106134
2.325 0.00108354
2.355 0.00110521
2.385 0.0011263
2.415 0.00114676
2.445 0.00116653
2.475 0.00118559
2.505 0.00120386
2.535 0.00122133
2.565 0.00123793
2.595 0.00125362
2.625 0.00126838
2.655 0.00128215
2.685 0.0012949
2.715 0.00130661
2.745 0.00131724
2.775 0.00132676
2.805 0.00133514
2.835 0.00134237
2.865 0.00134842
2.895 0.00135329
2.925 0.00135695
2.955 0.00135939
2.985 0.00136061
3.015 0.00136061
3.045 0.00135939
3.075 0.00135695
3.105 0.00135329
3.135 0.00134842
3.165 0.00134237
3.195 0.00133514
3.225 0.00132676
3.255 0.00131724
3.285 0.00130661
3.315 0.00129491
3.345 0.00128216
3.375 0.00126839
3.405 0.00125364
3.435 0.00123795
3.465 0.00122136
3.495 0.00120391
3.525 0.00118565
3.555 0.00116663
3.585 0.00114688
3.615 0.00112646
3.645 0.00110542
3.675 0.00108382
3.705 0.0010617
3.735 0.00103912
3.765 0.00101614
3.795 0.000992803
3.825 0.000969172
3.855 0.000945299
3.885 0.000921241
3.915 0.000897054
3.945 0.000872791
3.975 0.000848506
4.005 0.000824254
4.035 0.000800085
4.065 0.00077605
4.095 0.000752199
4.125 0.000728579
4.155 0.000705237
4.185 0.000682213
4.215 0.000659553
4.245 0.000637294
4.275 0.000615474
4.305 0.000594127
4.335 0.000573287
4.365 0.000552983
4.395 0.000533244
4.425 0.000514096
4.455 0.000495564
4.485 0.000477669
4.515 0.000460432
4.545 0.000443872
4.575 0.000428006
4.605 0.000412851
4.635 0.000398422
4.665 0.000384731
4.695 0.000371792
4.725 0.000359616
4.755 0.000348214
4.785 0.000337596
4.815 0.00032777
4.845 0.000318745
4.875 0.000310528
4.905 0.000303126
4.935 0.000296544
4.965 0.000290788
4.995 0.000285862
5.025 0.000281768
5.055 0.000278511
5.085 0.000276092
5.115 0.000274511
5.145 0.00027377
5.175 0.000273868
5.205 0.000274803
5.235 0.000276574
5.265 0.000279178
5.295 0.000282612
5.325 0.000286871
5.355 0.000291951
5.385 0.000297846
5.415 0.000304549
5.445 0.000312054
5.475 0.00032035
5.505 0.000329432
5.535 0.000339289
5.565 0.000349909
5.595 0.000361282
5.625 0.000373395
5.655 0.000386236
5.685 0.000399789
5.715 0.00041404
5.745 0.000428972
5.775 0.000444569
5.805 0.000460812
5.835 0.000477682
5.865 0.000495158
5.895 0.000513218
5.925 0.000531841
5.955 0.000551003
5.985 0.000570678
6.015 0.000590841
6.045 0.000611465
6.075 0.000632523
6.105 0.000653986
6.135 0.000675824
6.165 0.000698007
6.195 0.000720503
6.225 0.000743281
6.255 0.000766307
6.285 0.000789549
6.315 0.000812973
6.345 0.000836543
6.375 0.000860226
6.405 0.000883986
6.435 0.000907788
6.465 0.000931596
6.495 0.000955374
6.525 0.000979086
6.555 0.0010027
6.585 0.00102617
6.615 0.00104946
6.645 0.00107255
6.675 0.00109539
6.705 0.00111795
6.735 0.00114019
6.765 0.00116208
6.795 0.00118358
6.825 0.00120467
6.855 0.0012253
6.885 0.00124546
6.915 0.0012651
6.945 0.00128421
6.975 0.00130274
7.005 0.00132069
7.035 0.00133802
7.065 0.00135472
7.095 0.00137076
7.125 0.00138614
7.155 0.00140083
7.185 0.00141483
7.215 0.00142813
7.245 0.00144072
7.275 0.00145261
7.305 0.00146379
7.335 0.00147428
7.365 0.00148408
7.395 0.0014932
7.425 0.00150166
7.455 0.00150947
7.485 0.00151667
7.515 0.00152327
7.545 0.0015293
7.575 0.00153479
7.605 0.00153978
7.635 0.0015443
7.665 0.0015484
7.695 0.00155211
7.725 0.00155547
7.755 0.00155853
7.785 0.00156135
7.815 0.00156396
7.845 0.00156642
7.875 0.00156878
7.905 0.0015711
7.935 0.00157342
7.965 0.0015758
7.995 0.0015783
8.025 0.00158097
8.055 0.00158386
8.085 0.00158703
8.115 0.00159054
8.145 0.00159444
8.175 0.00159878
8.205 0.00160361
8.235 0.00160899
